,NLC,Station,En/Ex 2007,En/Ex 2008,En/Ex 2009,En/Ex 2010,En/Ex 2011,En/Ex 2012,En/Ex 2013,En/Ex 2014,En/Ex 2015,En/Ex 2016,En/Ex 2017,En/Ex 2018,En/Ex 2019,En/Ex 2020,En/Ex 2021,LINES,NETWORK,London Underground,Elizabeth Line,London Overground,DLR,Night Tube?
38,542,EMBANKMENT,19973153,20847113,19829894,20213300,19789934,19884719,20151962,19661756,21562479,26844711,21002144,20303286,20963697,4055183,8251813,"Bakerloo, Circle, District, Northern",London Underground,Yes,,,,Yes
39,543,CHESHAM,431532,449780,427435,464042,617120,652941,689840,813242,875261,1069954,1081174,1121663,1170792,616342,507495,Metropolitan,London Underground,Yes,,,,No
40,544,CHIGWELL,379676,406177,396920,440760,459125,486629,520702,534259,559061,531799,477501,503402,524833,247222,192328,Central,London Underground,Yes,,,,No
41,545,CHISWICK PARK,2222808,2047946,1945744,1925876,1969078,2096264,2123339,2394985,2148469,2292764,2138042,2090004,2443330,1067866,1013033,District,London Underground,Yes,,,,No
42,546,CHORLEYWOOD,998828,863869,859496,850080,906215,1008639,985762,1056777,1137678,1070254,1469208,1402308,1492279,769367,803805,Metropolitan,London Underground,Yes,,,,No
43,547,CLAPHAM COMMON,8770323,9049110,8974193,8972239,9055568,9214447,8938504,8938345,10072099,10043328,9926782,9711927,9644363,4500440,4712092,Northern,London Underground,Yes,,,,Yes
44,548,CLAPHAM NORTH,5710997,5849119,5571082,5654465,5826772,5822763,6169702,6668320,7026138,6903645,6498663,6009179,6136734,2868042,3273797,Northern,London Underground,Yes,,,,Yes
45,549,CLAPHAM SOUTH,7379611,7599107,7533922,7480900,7817425,7797633,7584358,8470361,8584904,8797066,8205230,7977126,8095216,3382641,3758231,Northern,London Underground,Yes,,,,Yes
46,550,COCKFOSTERS,1632508,1764804,1674679,1669304,1721307,1805737,1969644,1945096,1847585,2040080,1828835,1779062,1864419,886857,836566,Piccadilly,London Underground,Yes,,,,Yes
47,551,COLINDALE,3790294,4100077,4092350,3934526,4126576,4270547,4536889,5397362,5946531,6227278,6781366,7109001,7700808,4335294,3432152,Northern,London Underground,Yes,,,,Yes
48,552,COLLIERS WOOD,5236159,5481712,5295083,5563220,5574812,5681757,5786354,6312901,6515664,6715162,6346134,6398401,6836968,3666803,3024060,Northern,London Underground,Yes,,,,Yes
49,553,COVENT GARDEN,12742497,17512618,18710061,19601670,20279268,21292698,21165350,15382692,14669250,17188811,16524381,15756864,16550043,1621548,7484432,Piccadilly,London Underground,Yes,,,,Yes
50,554,CROXLEY,729529,749237,778399,781132,818349,891178,921058,1030296,1059406,1078029,1078929,1062083,1121607,515420,487950,Metropolitan,London Underground,Yes,,,,No
51,555,DAGENHAM EAST,2091664,2144847,2161884,2114481,2222392,2288282,2418659,2662063,2858892,2976440,2850852,2889563,2953138,2490581,1496282,District,London Underground,Yes,,,,No
52,556,DAGENHAM HEATHWAY,3724772,4081804,4239210,4204570,4710937,4912327,5156354,5800005,6065247,6043690,5779848,5763663,5853372,4552421,2869564,District,London Underground,Yes,,,,No
53,557,DEBDEN,1776413,1761946,1895992,2022055,2121108,2198209,2298091,2476133,2462500,2469953,2356317,2377124,2380050,1512812,1106863,Central,London Underground,Yes,,,,No
54,558,DOLLIS HILL,3799620,3658275,3292754,3000811,3076494,3181564,3231810,3079019,3085602,4180094,4033111,3853604,4016751,2754026,1865453,Jubilee,London Underground,Yes,,,,Yes
55,560,EALING BROADWAY,17527677,17864990,16621251,16512739,16091415,16089675,16640278,17380138,16840132,18604788,15947455,18435715,19036772,8852929,8307429,"Central, District, TfL Rail",London Underground,Yes,Yes,,,Yes
56,561,EALING COMMON,3418822,3396396,3194100,3202138,3248444,3235644,3340949,3569884,3516563,3177674,3030959,3035829,3068294,1610901,1308100,"District, Piccadilly",London Underground,Yes,,,,No
57,562,EARL'S COURT,20860682,20425800,19693008,21205003,20965776,21026733,21266746,22005021,20501361,19998114,18918916,18512627,19127125,7898110,8396552,"District, Piccadilly",London Underground,Yes,,,,Yes
58,563,EAST ACTON,3643990,3898147,3514320,3410281,3408355,3473199,3881384,4016859,4009433,4122793,3872967,3866457,4081695,2726902,1326939,Central,London Underground,Yes,,,,Yes
59,564,EASTCOTE,2352457,2456081,2412104,2347552,2432119,2517541,2628771,2758170,2833742,2943186,2867252,2791569,2825453,1365559,1187714,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
60,565,EAST FINCHLEY,5712898,5946420,5828206,6231882,6291627,6304646,6558418,7323942,7342555,7470306,6953760,6637732,6866724,2870898,2809498,Northern,London Underground,Yes,,,,Yes
61,566,EAST HAM,12378046,12670617,12680742,13118180,13365416,13312177,13581725,14816407,15094316,14746847,13938124,13246713,13011044,8485806,5966757,"District, Hammersmith & City",London Underground,Yes,,,,No
62,567,EAST PUTNEY,5774841,5806866,5608638,4924570,4930995,5331607,5652154,6140774,5995120,6369310,5875905,6109009,6445888,3056532,3007533,District,London Underground,Yes,,,,No
63,568,EDGWARE,3459673,3716011,4334651,4394459,4372808,4083055,4090187,4585383,4776513,5188838,5013738,4842434,4922141,2815355,2278683,Northern,London Underground,Yes,,,,Yes
64,569,EDGWARE ROAD (DIS),5992876,6039515,6800343,5885942,5937083,6311978,8194415,7330752,7210074,6963367,6801573,6743070,6737179,2835355,2838710,"Circle, District, Hammersmith & City",London Underground,Yes,,,,No
65,570,ELEPHANT & CASTLE LU,17132279,18536376,18325234,18226123,17717370,17959946,17674326,18482055,19088917,23295457,20987746,19132578,19754830,8559895,7881463,"Northern, Bakerloo",London Underground,Yes,,,,No
66,571,ELM PARK,2236093,2395057,2389794,2333965,2443469,2493005,2628329,2992367,3004341,3096321,3122720,3076370,3143319,2007136,1406370,District,London Underground,Yes,,,,No
67,572,EPPING,2300707,2480435,2780380,2864072,3095119,3029117,3144293,3071273,3330335,3770408,3778082,4048867,4084533,1909072,1890743,Central,London Underground,Yes,,,,No
68,574,EUSTON LU,25783341,28125051,31123724,33573987,35324569,37526909,38026531,41331265,42159332,43099154,40735345,39254276,41092380,8794406,15882123,"Northern, Victoria",London Underground,Yes,,,,Yes
69,575,EUSTON SQUARE,9958819,10584757,10709239,10030805,10885783,11358790,12358617,14328440,14878866,14395409,13495131,13858401,14119388,3668927,5263980,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No
70,576,FAIRLOP,696707,803974,826818,843647,922346,906250,966835,1088742,1134269,1197309,1179427,1181967,1248117,687862,541194,Central,London Underground,Yes,,,,Yes
71,577,FARRINGDON,18284982,18835943,15674901,16812389,19024321,20402371,21764657,23628728,23775738,15874802,19325838,25016753,25924012,5899244,8497573,"Circle, Hammersmith & City, Metropolitan, TfL Rail",London Underground,Yes,Yes,,,No
72,578,FINCHLEY CENTRAL,4941846,5053947,5119310,5312454,5494164,5507100,5332385,5676484,5779925,6949909,6859802,8075893,8485023,3718793,3523038,Northern,London Underground,Yes,,,,Yes
73,579,FINCHLEY ROAD,9778138,10177917,9308551,8846550,8976869,9366745,9898800,10061287,9951123,9998400,9134559,9124495,9187606,4696641,3908195,"Metropolitan, Jubilee",London Underground,Yes,,,,Yes
74,580,FINSBURY PARK,24801026,26299025,23213512,23461314,24288678,26036007,27072271,27995495,28847088,32738968,29633479,31540207,33396270,15817399,14048632,"Piccadilly, Victoria",London Underground,Yes,,,,Yes
75,581,FULHAM BROADWAY,10291098,9634101,9675655,9301691,9562872,9495761,9944627,10766495,10714422,10153787,9149885,8704059,8816445,3911983,4148235,District,London Underground,Yes,,,,No
76,582,GANTS HILL,4527348,4692610,5257959,5064420,5477918,5594100,5986579,6560896,6588251,7143148,6491292,6174918,6358482,3741492,2835478,Central,London Underground,Yes,,,,Yes
77,583,GLOUCESTER ROAD,13606370,13523413,13734309,14484620,14162419,14193918,14912967,11963929,14203922,13975040,13100020,13311849,13738684,3933949,6967643,"District, Piccadilly, Circle",London Underground,Yes,,,,Yes
78,584,GOLDERS GREEN,7642484,7669104,7897576,7968265,7810571,7635532,7397006,8250104,8700123,8511338,7973435,7897011,7895394,3897645,3332144,Northern,London Underground,Yes,,,,Yes
79,585,GOLDHAWK ROAD,1592604,1766816,1578490,1491855,1604110,1720631,1793796,2095140,2088026,2123640,2033590,2109767,2127422,972028,954301,"Circle, Hammersmith & City",London Underground,Yes,,,,No
80,586,GOODGE STREET,7936215,8493547,8698646,9033065,10616578,8613806,8229689,8378694,8841266,8463593,7185458,7316006,8507731,1625476,2537086,Northern,London Underground,Yes,,,,Yes
81,587,GRANGE HILL,395276,456222,441456,488583,488191,538851,562391,600016,657661,663262,639841,642034,652468,296723,232680,Central,London Underground,Yes,,,,No
82,588,GREAT PORTLAND STREET,6211202,6958828,6884487,6792179,7166285,7358443,7577960,8427474,8343311,8657946,7732903,7728904,7974138,2635853,2685637,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No
83,589,GREENFORD,3515276,3533585,3494518,3666996,3947974,4053459,4346343,4629465,4716521,4806850,4452187,4206392,4170423,2964852,2049869,Central,London Underground,Yes,,,,No
84,590,GREEN PARK,30034360,29618755,28258541,29365627,31724096,33987599,35459916,39830418,39552887,41241175,37397425,36793171,39059216,9446617,15943763,"Jubilee, Piccadilly, Victoria",London Underground,Yes,,,,Yes
85,591,GUNNERSBURY,3657932,3670975,3825968,3932489,4393537,4643672,4553739,5411649,5410585,5784841,7706666,7694633,7833201,2878121,2942058,"District, London Overground",London Underground,Yes,,Yes,,No
86,592,HAINAULT,2241634,2379573,2525353,2694964,2949499,2861768,3146946,3481574,3607791,3738019,3619745,3584797,3644122,2625053,1732237,Central,London Underground,Yes,,,,Yes
87,593,HAMMERSMITH (DIS),27175566,28984656,27434766,27883056,28941207,28647767,29286237,29261687,28834401,29417701,27831099,26958703,27049240,9895644,10798249,"District, Piccadilly",London Underground,Yes,,,,Yes
88,594,HAMPSTEAD,4308191,4533549,4731740,4506235,4313065,4377572,4285503,4364454,4557566,4637096,4564741,4441422,4665745,2259516,2111620,Northern,London Underground,Yes,,,,Yes
89,595,HANGER LANE,2939052,2922462,3150901,3234191,3362341,3453605,3629301,3843017,3949461,4095538,3702916,3551843,3548004,1904069,1467628,Central,London Underground,Yes,,,,No
90,596,HARLESDEN,2196043,2242642,2230090,2047840,2280123,2425550,2603902,2773017,3007807,3099292,4377369,4331195,4385766,3267039,2321402,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
91,597,HARROW & WEALDSTONE,5055445,4306316,3892857,4279192,4468738,4452893,4659489,4512161,5002877,4963518,8142878,8136921,8159774,4723786,3884873,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
92,598,HARROW-ON-THE-HILL,9379157,9359403,8591134,8490159,8749578,8847439,9205889,9868855,10259516,10665325,10417901,10208999,10698286,6185709,4761645,Metropolitan,London Underground,Yes,,,,No
93,601,HENDON CENTRAL,5396142,5914764,6076148,6259561,7014001,6825826,6843039,7404483,7970028,8130263,7420133,7297644,7190413,3385014,2933496,Northern,London Underground,Yes,,,,Yes
94,602,HIGH BARNET,2613467,2729056,2731024,2858999,3141483,2876354,2796356,3234777,3648827,3647152,4062201,4014753,4047339,2028542,1826421,Northern,London Underground,Yes,,,,Yes
95,603,HIGHBURY & ISLINGTON,13791446,13726413,14327026,13935961,16258236,16770439,18134071,18283137,18443978,20222247,42177220,38981796,41117739,16202663,20632454,"London Overground, Victoria",London Underground,Yes,,Yes,,Yes
96,604,HIGHGATE,4493334,4851078,4967615,4984884,4980182,4759258,4637186,5042899,5482772,5769258,5581536,5362797,5652865,2341117,2428486,Northern,London Underground,Yes,,,,Yes
97,605,HIGH STREET KENSINGTON,12603269,13264423,12522052,12014816,11994054,12898984,13458770,13784783,13362540,13103200,12115781,11889198,11691230,3574133,4454568,"Circle, District",London Underground,Yes,,,,No
98,606,HILLINGDON,1314434,1388554,1333287,1299003,1400024,1482669,1634164,1798747,1856117,1772004,1726384,1704504,1648055,840109,747141,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
99,607,HOLBORN,31106138,30184057,30098285,31263127,31981518,31506714,34022691,36315818,40530196,33956572,31015758,30740262,31253089,7171859,11252228,"Central, Piccadilly",London Underground,Yes,,,,Yes
100,608,HOLLAND PARK,3619151,3881522,3504855,3386341,3369348,3318275,3393821,3161254,3366174,3225381,3451841,3377648,3722034,1993894,1618471,Central,London Underground,Yes,,,,Yes
101,609,HOLLOWAY ROAD,7486616,7672912,7672303,7703412,8049972,7182872,7146236,6662884,6728651,6719981,6438237,6146893,6687750,2260557,2882905,Piccadilly,London Underground,Yes,,,,Yes
102,610,HORNCHURCH,1850705,1957187,1948563,1932145,1977139,2001895,1988632,2145267,2023958,2108498,2138383,2108849,2139412,1247419,934752,District,London Underground,Yes,,,,No
103,611,HOUNSLOW CENTRAL,3558003,3629728,3798709,3940066,3904224,3782288,3929167,4009715,4010773,3825932,3748113,3575375,3635704,1947240,1519626,Piccadilly,London Underground,Yes,,,,Yes
104,612,HOUNSLOW EAST,3841365,3859951,4022150,4224896,4269133,4170686,4340980,4666573,4515142,3870493,3829625,3729904,3920633,2333768,1773818,Piccadilly,London Underground,Yes,,,,Yes
105,613,HOUNSLOW WEST,3077732,2951171,3101392,3195330,3179685,3241375,3337658,3610222,3545552,3545471,3330306,3324930,3531951,1825754,1550628,Piccadilly,London Underground,Yes,,,,Yes
106,614,HYDE PARK CORNER,5596755,6421740,6189372,5865670,6069371,5785461,5802785.5,5836879,7436827,6310733,5218249,4567539,4438810,1689055,1883530,Piccadilly,London Underground,Yes,,,,Yes
107,615,ICKENHAM,1068404,1028714,1008689,960080,982403,1055454,1073393,1155563,1190362,1166906,1119734,1142440,1118573,554519,480785,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
108,616,KENNINGTON,4154822,4181238,4125256,4316946,4515496,4587700,4679885,4958303,5529121,5592864,5286728,5032526,5508345,2398479,2486398,Northern,London Underground,Yes,,,,Yes
109,617,KENSAL GREEN,2386962,2630829,2185069,2325176,2319179,2540968,2562212,2279364,2563193,2724536,3453907,3263687,3356941,1715567,1504204,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
110,618,KENSINGTON (OLYMPIA),951910,1315876,1274996,1286366,1737833,1795637,1876505,1947507,2008711,2047039,4946651,3364717,3804436,1275099,1622491,"District, London Overground",London Underground,Yes,,Yes,,No
111,619,KENTISH TOWN,6433038,7098142,7278897,7443081,7214610,7584083,6449580,7719158,10493555,8358081,7938048,7598874,8121594,3257153,3708705,Northern,London Underground,Yes,,,,Yes
112,620,KENTON,1443277,1471735,1676705,1824917,1942100,1972680,2017375,1957589,2116417,2078584,2859905,2745537,2750164,2101808,1446419,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
113,621,KEW GARDENS,3298111,3168320,3224467,3340697,3131336,3239675,3522717,3561549,3549683,4176827,5550127,5320709,5263515,2305428,3032919,"District, London Overground",London Underground,Yes,,Yes,,No
114,622,KILBURN,8501716,8557713,7852189,7198815,7521454,7686365,7790047,7865471,8269438,8582187,8161692,8055599,8116651,3945831,3297471,Jubilee,London Underground,Yes,,,,Yes
115,623,KILBURN PARK,3362624,3622475,4068411,3785729,3455765,3450656,3480874,3381792,3417148,3428178,3185489,3271343,3285734,1482189,1375207,Bakerloo,London Underground,Yes,,,,No
116,624,KINGSBURY,3328493,3324353,3333201,3106205,3442077,3734715,4117979,4586917,4968747,5122530,4958925,4637313,4551665,3236734,2067899,Jubilee,London Underground,Yes,,,,Yes
117,625,KING'S CROSS ST. PANCRAS,66359149,67067757,66152528,72576764,77110350,80970688,84866822.8,91984534,93413018,95030793,92620193,87839231,88273827,18837593,36734085,"Circle, Hammersmith & City, Metropolitan, Northern, Piccadilly, Victoria",London Underground,Yes,,,,Yes
118,626,KNIGHTSBRIDGE,21574755,19641276,20162113,20197731,20699238,21566053,21469435,21471485,20296928,19086044,16241434,16509261,16528117,4464303,7453212,Piccadilly,London Underground,Yes,,,,Yes
119,627,LADBROKE GROVE,4841505,5438843,5121354,5229544,5089394,5299764,5665472,6077566,5813508,5801892,5652798,5597827,6130079,2835701,2648507,"Circle, Hammersmith & City",London Underground,Yes,,,,No
120,628,LAMBETH NORTH,2939717,3199398,3310333,3554510,3497701,3309893,3023974,3571716,3285854,0,3337188,3973246,3868659,1195291,1286347,Bakerloo,London Underground,Yes,,,,No
121,629,LANCASTER GATE,5720495,5972880,6481688,6524718,6677557,6698842,6794600,6551701,6293475,7060983,5903385,6140949,6628043,1503898,2668131,Central,London Underground,Yes,,,,Yes
122,630,LATIMER ROAD,1994914,2147222,1978312,2000092,1702701,1910797,2192582,2389740,2572535,2627529,2344798,2439071,2320784,1121245,1075229,"Circle, Hammersmith & City",London Underground,Yes,,,,No
123,631,LEICESTER SQUARE,38687223,33868259,35555594,36938061,38779688,38512080,38596700,43314547,43745951,37843681,34580105,33424173,34563636,3950320,16345381,"Piccadilly, Northern",London Underground,Yes,,,,Yes
124,632,LEYTON,12322930,12646743,12345039,12563244,13289406,12856223,13531459,14067249,14406501,14331098,12751863,11393769,11262368,7325632,5293420,Central,London Underground,Yes,,,,Yes
125,633,LEYTONSTONE,9444787,9855499,9699503,9794737,10452827,10102833,10379073,11054539,11244737,11300919,10431470,9744447,9822700,5650715,4259419,Central,London Underground,Yes,,,,Yes
126,634,LIVERPOOL STREET LU,61317307,64161950,60907538,62721399,63645304,64234700,67893591,73661457,73257321,71614231,64501949,66141465,67202755,16267905,26596893,"Central, Circle, Hammersmith & City, London Overground, Metropolitan",London Underground,Yes,,Yes,,Yes
127,635,LONDON BRIDGE LU,56954458,60551773,61494909,60787026,65444278,67155180,69884482,74976665,71964428,70735683,65684647,70676629,74343494,24721911,30857082,"Northern, Jubilee",London Underground,Yes,,,,Yes
128,636,LOUGHTON,2466212,2663002,2672388,2764862,2999623,3016770,3166344,3255416,3272688,3448907,3412794,3301688,3473615,1747510,1606879,Central,London Underground,Yes,,,,Yes
129,637,MAIDA VALE,3051129,3212250,3161346,3068287,2993997,3150688,3347805,3448597,3382758,3409091,3118278,3150058,3302961,1538572,1433954,Bakerloo,London Underground,Yes,,,,No
130,638,MANOR HOUSE,9296363,8650838,8830283,8833270,9214029,9234179,9259062,9392025,9275642,9122653,8214650,7827043,8554567,3599717,3593706,Piccadilly,London Underground,Yes,,,,Yes
131,639,MANSION HOUSE,5109887,5320220,7034245,7199238,7416215,5645557,5769586,6195631,5561213,6136459,6140305,7106682,6789496,1067130,2088948,"Circle, District",London Underground,Yes,,,,No
132,640,MARBLE ARCH,14966834,16299988,16619130,17794335,16873081,15685686,16361603,16106113,15442682,14108617,13254257,12451407,12159194,3657164,5242933,Central,London Underground,Yes,,,,Yes
133,641,MARYLEBONE LU,10800625,11381962,11730105,11394980,11401050,12111551,13398300,13295479,12525312,12948293,12988295,13075755,12881989,2630669,4597698,Bakerloo,London Underground,Yes,,,,No
134,642,MILE END,12084543,13302852,13522044,13230676,14014809,14057083,14370438,15596293,16310716,15746922,14928464,14686759,14971042,6787729,6644477,"District, Hammersmith & City, Central",London Underground,Yes,,,,Yes
135,643,MILL HILL EAST,958106,1002002,1042902,1047214,1090284,1104434,1165330,1286493,1318158,1340993,1318680,1350943,1407857,813926,764644,Northern,London Underground,Yes,,,,No
136,645,MOORGATE,21017118,22222955,21182382,21038801,21227293,20594422,21381249.25,25895151,26062630,27565959,25828308,24646666,25050824,5839734,8789962,"Circle, Hammersmith & City, Metropolitan",London Underground,Yes,,,,No
137,646,MOOR PARK,734858,756467,771167,781118,824464,814953,824391,886420,886390,914852,897017,913450,932748,593315,463133,Metropolitan,London Underground,Yes,,,,No
138,647,MORDEN,6281507,6650982,6981638,6756228,7195083,7276884,7696341,8617393,9275569,10056185,9872702,9689216,9815261,5488034,4421002,Northern,London Underground,Yes,,,,Yes
139,648,MORNINGTON CRESCENT,4047460,4289579,4479064,4670839,4302147,4550432,4651775,4756065,4531089,5039573,4779258,4300182,4001482,1331040,1425296,Northern,London Underground,Yes,,,,Yes
140,649,NEASDEN,3331902,2991282,2853674,2658500,2701449,2914263,3107451,3413900,3672470,3749439,3646639,3400938,3450466,2478884,1564012,Jubilee,London Underground,Yes,,,,Yes
141,650,NEWBURY PARK,3382497,3592500,3929789,3845309,3918391,3929000,4395879,4619010,4327727,5429546,5249584,4729847,5079924,3168498,2218404,Central,London Underground,Yes,,,,Yes
142,651,NEW CROSS,2272307,,,,,,,,,,,,,,,,,,,,,
143,652,NEW CROSS GATE,3563251,,,,,,,,,,,,,,,,,,,,,
144,653,NORTH ACTON,4991655,5102093,4716127,4811151,4641664,5199834,5465012,5678995,6106253,6530887,6459225,5909108,6241955,3717589,3148552,Central,London Underground,Yes,,,,Yes
145,654,NORTH EALING,869730,916956,936369,877995,936906,898266,860944,894137,892594,905402,786073,798689,880333,507381,357588,Piccadilly,London Underground,Yes,,,,No
146,655,NORTHFIELDS,4058755,4056418,3924262,3826102,3789290,3976939,4102498,4210924,4080122,3913283,3785696,3664816,3975886,1899266,1630938,Piccadilly,London Underground,Yes,,,,Yes
147,656,NORTH HARROW,1432114,1480192,1449100,1412851,1423481,1540858,1685908,1816014,1937838,1968198,1833325,1835839,1930536,954512,769257,Metropolitan,London Underground,Yes,,,,No
148,657,NORTHOLT,3413498,3515942,3736606,4054942,4279014,4417710,4611479,4992642,5026000,5157171,4921293,4784063,4976954,3383878,2467440,Central,London Underground,Yes,,,,No
149,659,NORTH WEMBLEY,1370773,1399678,1467339,1396982,1572627,1643799,1647314,1660434,1836732,1791287,2279055,2149594,2121901,1550566,1093549,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
150,660,NORTHWICK PARK,3540049,3736299,3616612,3478437,3577980,3790022,3946956,4440388,4588128,4651799,4311177,4142560,4357031,2426206,1836276,Metropolitan,London Underground,Yes,,,,No
151,661,NORTHWOOD,1942899,1935448,1933813,1900165,1971642,2182311,2280491,2462889,2475743,2488831,2897563,2630662,2743087,1515209,1274615,Metropolitan,London Underground,Yes,,,,No
152,662,NORTHWOOD HILLS,1282445,1378044,1315818,1252358,1294249,1409847,1483623,1629043,1720439,1910904,1918400,1856472,1903375,1165488,831677,Metropolitan,London Underground,Yes,,,,No
153,663,NOTTING HILL GATE,16894545,16853354,17364829,17876742,17355461,17277512,17394388,17400155,16683962,17184657,15456337,13812400,15070782,5682051,6404193,"Central, Circle, District",London Underground,Yes,,,,Yes
154,664,OAKWOOD,2612314,2840198,2914899,2898027,2740918,2413451,2785115,2935164,2842657,2875067,2736346,2648492,2780380,1310286,1290796,Piccadilly,London Underground,Yes,,,,Yes
155,665,OLD STREET,17927250,19243903,19607520,20051825,21039484,21880078,21855888,23276520,25143510,25966550,25083479,25533008,27107822,6683590,9635310,Northern,London Underground,Yes,,,,No
156,667,OSTERLEY,2056059,2058633,2063962,2031966,2145820,2189757,2317893,2458246,2350196,2315575,2079080,2043230,2179739,963611,911252,Piccadilly,London Underground,Yes,,,,Yes
157,668,OVAL,5922092,5921214,5791736,5634420,5846190,6109161,5911952,6397929,6968322,6447853,6983973,7027340,7170152,3313152,3129276,Northern,London Underground,Yes,,,,Yes
158,669,OXFORD CIRCUS,72046333,72914886,72719762,70122354,77092776,80551504,85246928,98511630,92355623,83258977,79778619,73639833,78073457,14598777,32863152,"Bakerloo, Central, Victoria",London Underground,Yes,,,,Yes
159,670,PADDINGTON TFL,37237088,40703979,42024813,43995091,46478735,46325618,49710749,49283385,49637302,49480436,46331280,47011593,48612110,11420070,20437217,"Circle, District, Hammersmith & City",London Underground,Yes,,,,No
160,671,PARK ROYAL,1590678,1592807,1625925,1684245,1583000,1575786,1643912,1976904,2019382,2015314,1923720,1896819,2047993,1245850,918333,Piccadilly,London Underground,Yes,,,,No
161,672,PARSONS GREEN,5075378,5126408,5449662,5690881,5944855,6187009,6452463,6799064,6822161,6746851,6442093,6357956,6558793,3026008,2993897,District,London Underground,Yes,,,,No
162,673,PERIVALE,1968909,2090825,2030902,2038525,2080788,2164790,2243955,2337555,2405584,2460144,2389751,2425638,2444064,1503990,1080893,Central,London Underground,Yes,,,,No
163,674,PICCADILLY CIRCUS,38087335,38853181,38567356,39675335,40583552,42357331,41703911,42932327,42796831,41291525,38573777,36004485,38396960,4175738,14144793,"Bakerloo, Piccadilly",London Underground,Yes,,,,Yes
164,675,PINNER,2253132,2309129,2258335,2198745,2303547,2470413,2606534,2837149,3084213,3198703,3266903,3366921,2960479,1360437,1280875,Metropolitan,London Underground,Yes,,,,No
165,676,PLAISTOW,5880743,6307995,6164459,6137394,6342063,6288553,6246718,6786121,7063495,5490616,5816650,5815124,5567660,3769831,2671882,"District, Hammersmith & City",London Underground,Yes,,,,No
166,677,PRESTON ROAD,3032114,3099533,2949387,2859090,2960512,2972873,3154183,3474593,3427709,3308379,3447448,3200118,3230285,2030454,1388173,Metropolitan,London Underground,Yes,,,,No
167,678,PUTNEY BRIDGE,5624131,5506224,5647761,5431014,5331762,5598383,5923504,5932349,5756910,5416663,5113846,5278188,5766944,2626929,2686314,District,London Underground,Yes,,,,No
168,679,QUEENSBURY,3192282,3206121,3193258,2981736,3175666,3372174,3853332,4195103,4525278,4675024,4416312,4173051,4114533,2855288,1835750,Jubilee,London Underground,Yes,,,,Yes
169,680,QUEEN'S PARK,5044550,5662713,5285885,5206741,5529385,5409388,5578067,5844120,5771615,5636721,7574141,7266328,7579844,3619466,3484136,"Bakerloo, London Overground",London Underground,Yes,,Yes,,No
170,681,QUEENSWAY,8044512,8477115,8479415,9330912,8859128,8555667,8575808,7588751,7656619,8707156,8031860,7661884,8254515,2119882,3619504,Central,London Underground,Yes,,,,Yes
171,682,RAVENSCOURT PARK,2590358,2622796,2502619,2520547,2647871,2754691,2767420,2907957,3189008,3178278,3055656,3087532,3228328,1921494,1533828,District,London Underground,Yes,,,,No
172,683,RAYNERS LANE,3813218,3849473,3914047,3867839,3979751,3951952,4081729,4371243,4512905,4460978,4112035,3912652,4159999,2336745,1778250,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
173,684,REDBRIDGE,2270350,2358917,2555355,2605947,2633085,2566293,2672035,2908558,2934539,3054243,2789938,2715368,2804018,1564820,1259738,Central,London Underground,Yes,,,,Yes
174,685,REGENT'S PARK,2874342,3343794,3272235,3711215,3777683,3779666,3794744,3711179,3541481,3346006,3438858,3460614,3867435,1628977,1265551,Bakerloo,London Underground,Yes,,,,No
175,686,RICHMOND,7308893,7299694,7600506,7154951,7473874,7557331,7953442,8448615,8661325,8112159,11875227,11573723,11535430,4436964,4631525,"District, London Overground",London Underground,Yes,,Yes,,No
176,687,RICKMANSWORTH,1869106,1903296,1903653,1906873,2029002,2166361,2243984,2419354,2442771,2455761,2587429,2256420,2387979,1385890,1098469,Metropolitan,London Underground,Yes,,,,No
177,688,RODING VALLEY,201380,206752,208714,212842,220319,224256,235697,255057,260651,367335,352989,459286,449612,190163,155226,Central,London Underground,Yes,,,,No
178,689,ROTHERHITHE,1293908,,,,,,,,,,,,,,,,,,,,,
179,690,ROYAL OAK,1545189,1826926,1765194,1852023,2045798,2220528,2431149,2703935,2491199,2545583,2486491,2587512,2608698,1251188,1185481,"Circle, Hammersmith & City",London Underground,Yes,,,,No
180,691,RUISLIP,1571122,1591374,1582373,1532460,1573058,1619948,1713378,1895875,1903105,1948970,1890042,1929049,1932543,948688,821706,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
181,692,RUISLIP GARDENS,770555,875326,958083,977597,1002292,989402,1003184,1084140,1112623,1072221,1106458,1039276,1106583,549192,476607,Central,London Underground,Yes,,,,No
182,693,RUISLIP MANOR,1477487,1551889,1560302,1568684,1599750,1691520,1774400,1975295,2005867,1993852,1943537,1872804,1893831,988143,839242,"Metropolitan, Piccadilly",London Underground,Yes,,,,No
